siparis_id,musteri_id,siparis_tarihi,sehir,musteri_kidem_ayi,kategori,birim_fiyat,adet,indirim_orani,kampanya,odeme_yontemi,cihaz,kargo_gunu,iade_edildi,memnuniyet_puani,siparis_tutari
S001343,M0309,2025-06-08,İzmir,18,Kozmetik,796.67,1.0,0.15,Sepette İndirim,Kredi Kartı,Masaüstü,2.0,Hayır,4.0,677.17
S000403,M0309,2025-01-24,İzmir,18,Ev & Yaşam,870.72,1.0,0.1,Hafta Sonu,Havale/EFT,Mobil,5.0,Hayır,5.0,783.65
S000375,M0199,2025-09-11,İzmir,24,Kozmetik,428.28,1.0,0.1,Yeni Üye,Kredi Kartı,Masaüstü,3.0,Hayır,4.0,385.45
S000532,M0309,2025-08-21,İzmir,18,Kitap,75.3,1.0,0.0,Yok,Banka Kartı,Mobil,6.0,Hayır,4.0,75.3
S000627,M0256,2025-05-24,Ankara,13,Giyim,268.94,1.0,0.2,Özel Gün,Havale/EFT,Mobil,3.0,Evet,3.0,215.15
S000760,M0300,2025-02-12,İzmir,41,Kozmetik,525.63,1.0,0.25,Özel Gün,Banka Kartı,Masaüstü,1.0,Hayır,3.0,394.22
S000128,M0309,2025-11-02,İzmir,18,Spor,220.13,1.0,0.0,Yok,Kredi Kartı,Masaüstü,6.0,Evet,3.0,220.13
S001053,M0057,2025-10-30,Bursa,16,Spor,442.73,1.0,0.0,Yok,Banka Kartı,Tablet,4.0,Hayır,5.0,442.73
S001236,M0027,2025-05-15,Ankara,40,Spor,899.21,2.0,0.1,Sepette İndirim,Kredi Kartı,Tablet,2.0,Hayır,5.0,1618.58
S000052,M0111,2025-05-11,Malatya,23,Kitap,192.85,4.0,0.15,Özel Gün,Kapıda Ödeme,Masaüstü,5.0,Hayır,4.0,655.69
S000349,M0119,2025-08-07,İzmir,16,Kozmetik,384.21,3.0,0.2,Sepette İndirim,Kapıda Ödeme,Mobil,4.0,Evet,4.0,922.1
S000335,M0022,2025-04-01,İstanbul,30,Elektronik,2294.72,2.0,0.0,Yok,Havale/EFT,Masaüstü,4.0,Hayır,5.0,4589.44
S000297,M0119,2025-04-19,İzmir,16,Elektronik,6044.01,3.0,0.0,Yok,Kredi Kartı,Mobil,8.0,Evet,1.0,18132.03
S001256,M0060,2025-05-10,Ankara,1,Ev & Yaşam,1624.94,2.0,0.0,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,4.0,3249.88
S001019,M0284,2025-10-26,İzmir,13,Giyim,402.57,1.0,0.15,Sepette İndirim,Kredi Kartı,Masaüstü,2.0,Hayır,5.0,342.18
S000376,M0114,2025-05-13,Ankara,43,Kozmetik,556.01,1.0,0.25,Özel Gün,Banka Kartı,Mobil,2.0,Hayır,4.0,417.01
S000777,M0306,2025-11-08,Ankara,25,Kitap,115.65,1.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,2.0,Hayır,4.0,98.3
S000901,M0197,2025-11-07,İstanbul,4,Giyim,1047.47,1.0,0.0,Yok,Havale/EFT,Mobil,3.0,Evet,3.0,1047.47
S000900,M0147,2025-01-07,İstanbul,44,Kozmetik,358.84,5.0,0.2,Sepette İndirim,Havale/EFT,Masaüstü,3.0,Hayır,4.0,1435.36
S000596,M0245,2025-11-13,İstanbul,10,Elektronik,4625.03,6.0,0.15,Yeni Üye,Kredi Kartı,Mobil,5.0,Hayır,4.0,23587.65
S000769,M0250,2025-11-29,İstanbul,35,Ev & Yaşam,645.71,2.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,5.0,1166.42
S000657,M0179,2025-06-24,İstanbul,5,Giyim,1030.32,4.0,0.0,Yok,Banka Kartı,Masaüstü,3.0,Evet,,4121.28
S000591,M0309,2025-01-02,İzmir,18,Kozmetik,228.07,3.0,0.15,Hafta Sonu,Kapıda Ödeme,Mobil,2.0,Evet,3.0,581.58
S001391,M0140,2025-05-17,Bursa,26,Giyim,1250.49,6.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,3.0,Hayır,4.0,6377.5
S001071,M0271,2025-05-27,İstanbul,40,Giyim,617.59,1.0,0.05,Hafta Sonu,Banka Kartı,Tablet,4.0,Hayır,5.0,586.71
S001155,M0103,2025-03-23,Elazığ,39,Giyim,914.61,1.0,0.15,Yeni Üye,Banka Kartı,Masaüstü,4.0,Hayır,4.0,777.42
S000108,M0222,2025-05-26,İstanbul,12,Spor,576.96,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,1.0,Hayır,5.0,519.26
S001353,M0309,2025-06-18,İzmir,18,Giyim,835.84,3.0,0.05,Hafta Sonu,Banka Kartı,Mobil,1.0,Hayır,4.0,2382.14
S001215,M0175,2025-07-08,İstanbul,14,Kozmetik,538.58,1.0,0.1,Hafta Sonu,Havale/EFT,Mobil,1.0,Hayır,5.0,484.72
S000975,M0309,2025-10-03,İzmir,18,Giyim,565.92,1.0,0.1,Sepette İndirim,Kredi Kartı,Masaüstü,1.0,Hayır,5.0,509.33
S000705,M0309,2025-11-13,İzmir,18,Ev & Yaşam,1280.67,1.0,0.05,Yok,Kredi Kartı,Masaüstü,2.0,Hayır,4.0,1216.64
S001000,M0293,2025-12-22,İstanbul,31,Giyim,1394.85,2.0,0.1,Yeni Üye,Kredi Kartı,Mobil,2.0,Hayır,4.0,2510.73
S000048,M0204,2025-08-29,İstanbul,23,Kitap,226.62,5.0,0.15,Sepette İndirim,Banka Kartı,Masaüstü,3.0,Hayır,5.0,963.13
S001238,M0256,2025-01-01,Ankara,13,Ev & Yaşam,890.82,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,2.0,Hayır,4.0,801.74
S000923,M0220,2025-06-08,Bursa,19,Spor,1055.46,2.0,0.25,Özel Gün,Kredi Kartı,Masaüstü,2.0,Hayır,4.0,1583.19
S000232,M0191,2025-07-21,Bursa,48,Kozmetik,207.94,2.0,0.1,Sepette İndirim,Banka Kartı,Masaüstü,2.0,Hayır,5.0,374.29
S000944,M0309,2025-01-13,İzmir,18,Kozmetik,438.88,4.0,0.2,Özel Gün,Kredi Kartı,Tablet,3.0,Hayır,4.0,1404.42
S001042,M0100,2025-10-15,İstanbul,35,Kitap,194.84,1.0,0.15,Yeni Üye,Kredi Kartı,Mobil,3.0,Hayır,5.0,165.61
S000775,M0309,2025-08-12,İzmir,18,Spor,447.0,2.0,0.0,Yok,Havale/EFT,Mobil,1.0,Hayır,5.0,894.0
S000210,M0314,2025-10-10,İstanbul,20,Elektronik,4209.11,3.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,3.0,Hayır,4.0,11995.96
S000304,M0245,2025-11-28,İstanbul,10,Giyim,564.07,2.0,0.1,Sepette İndirim,Banka Kartı,Masaüstü,1.0,Hayır,4.0,1015.33
S000819,M0251,2025-05-27,Bursa,21,Spor,575.21,1.0,0.0,Yok,Kredi Kartı,Mobil,6.0,Hayır,3.0,575.21
S000683,M0311,2025-09-14,İstanbul,48,Kozmetik,659.05,5.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Evet,,3295.25
S001231,M0316,2025-01-13,Elazığ,2,Elektronik,7054.44,2.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,10.0,Hayır,2.0,13403.44
S001351,M0017,2025-12-19,Malatya,35,Ev & Yaşam,2256.27,1.0,0.1,Sepette İndirim,Kredi Kartı,Masaüstü,4.0,Hayır,5.0,2030.64
S000565,M0309,2025-10-20,İzmir,18,Giyim,501.17,3.0,0.25,Özel Gün,Kapıda Ödeme,Mobil,4.0,Hayır,5.0,1127.63
S001209,M0095,2025-09-25,Malatya,45,Ev & Yaşam,685.39,2.0,0.25,Sepette İndirim,Banka Kartı,Masaüstü,6.0,Hayır,3.0,1028.08
S001278,M0298,2025-09-19,Elazığ,35,Elektronik,9362.17,5.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,5.0,46810.85
S001190,M0058,2025-10-21,Ankara,9,Giyim,544.2,3.0,0.1,Hafta Sonu,Havale/EFT,Tablet,2.0,Hayır,5.0,1469.34
S000039,M0253,2025-05-15,Ankara,5,Elektronik,4563.29,2.0,0.0,Yok,Banka Kartı,Mobil,3.0,Evet,3.0,9126.58
S000492,M0134,2025-04-25,Ankara,30,Elektronik,6008.8,1.0,0.05,Yok,Kredi Kartı,Tablet,2.0,Hayır,4.0,5708.36
S001125,M0061,2025-05-30,Elazığ,44,Ev & Yaşam,917.9,1.0,0.1,Sepette İndirim,Kredi Kartı,Mobil,2.0,Hayır,4.0,826.11
S000461,M0023,2025-05-01,İstanbul,31,Giyim,991.14,3.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,6.0,Evet,2.0,2527.41
S000551,M0309,2025-11-06,İzmir,18,Giyim,776.06,1.0,0.05,Yok,Kredi Kartı,Masaüstü,1.0,Evet,4.0,737.26
S000562,M0309,2025-02-14,İzmir,18,Kitap,274.98,1.0,0.05,Hafta Sonu,Kapıda Ödeme,Mobil,3.0,Hayır,3.0,261.23
S000592,M0043,2025-05-06,Bursa,26,Giyim,622.88,1.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,5.0,622.88
S000323,M0294,2025-10-21,İzmir,18,Giyim,482.19,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,2.0,Hayır,4.0,433.97
S000567,M0160,2025-05-18,Ankara,46,Kitap,87.76,2.0,,Yok,Kapıda Ödeme,Mobil,4.0,Hayır,5.0,175.52
S000535,M0306,2025-01-02,Ankara,25,Elektronik,7015.37,3.0,0.0,Yok,Kredi Kartı,Masaüstü,6.0,Hayır,5.0,21046.11
S000786,M0043,2025-07-22,Bursa,26,Kozmetik,332.53,3.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,2.0,Hayır,4.0,947.71
S000509,M0220,2025-12-18,Bursa,19,Spor,498.97,6.0,0.1,Hafta Sonu,Banka Kartı,Mobil,4.0,Hayır,3.0,2694.44
S001183,M0096,2025-02-04,Elazığ,22,Kitap,213.15,1.0,0.15,Yeni Üye,Banka Kartı,Mobil,9.0,Hayır,4.0,181.18
S000166,M0064,2025-04-17,İzmir,40,Giyim,726.84,2.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,2.0,Evet,2.0,1308.31
S000432,M0041,2025-06-05,Ankara,37,Kozmetik,403.9,1.0,0.0,Yok,Banka Kartı,Masaüstü,3.0,Hayır,3.0,403.9
S000778,M0018,2025-12-07,İzmir,43,Spor,761.1,1.0,0.2,Özel Gün,Kapıda Ödeme,Mobil,3.0,Evet,2.0,608.88
S000934,M0301,2025-01-29,Bursa,4,Elektronik,4302.61,6.0,0.0,Yok,Kredi Kartı,Masaüstü,2.0,Hayır,5.0,25815.66
S001072,M0306,2025-10-26,Ankara,25,Ev & Yaşam,2453.85,3.0,0.25,Sepette İndirim,Kredi Kartı,Mobil,4.0,Hayır,4.0,5521.16
S000744,M0022,2025-01-04,İstanbul,30,Kitap,305.72,3.0,0.1,Hafta Sonu,Kredi Kartı,Masaüstü,1.0,Hayır,4.0,825.44
S000315,M0261,2025-03-17,Bursa,14,Elektronik,5547.81,1.0,0.1,Sepette İndirim,Banka Kartı,Masaüstü,3.0,Hayır,5.0,4993.03
S001058,M0225,2025-10-08,İstanbul,3,Spor,642.8,1.0,0.0,Yok,Havale/EFT,Masaüstü,3.0,Hayır,4.0,642.8
S001352,M0146,2025-09-05,İstanbul,21,Giyim,202.28,1.0,0.1,Hafta Sonu,Banka Kartı,Tablet,4.0,Hayır,5.0,182.05
S000999,M0305,2025-04-11,Ankara,27,Kozmetik,233.82,2.0,0.1,Sepette İndirim,Kredi Kartı,Mobil,5.0,Hayır,4.0,420.88
S000855,M0210,2025-12-23,Malatya,40,Ev & Yaşam,597.19,1.0,0.05,Yok,Banka Kartı,Mobil,10.0,Hayır,3.0,567.33
S000623,M0309,2025-11-26,İzmir,18,Kozmetik,319.11,1.0,0.1,Hafta Sonu,Banka Kartı,Mobil,2.0,Hayır,4.0,287.2
S001188,M0309,2025-04-17,İzmir,18,Giyim,964.44,1.0,0.0,Yok,Banka Kartı,Masaüstü,5.0,Hayır,3.0,964.44
S000089,M0007,2025-08-29,Elazığ,17,Kozmetik,747.6,3.0,0.0,Yok,Banka Kartı,Mobil,4.0,Hayır,,2242.8
S001068,M0024,2025-05-01,Ankara,35,Giyim,471.58,2.0,0.1,Sepette İndirim,Kredi Kartı,Tablet,5.0,Hayır,5.0,848.84
S000757,M0271,2025-05-26,İstanbul,40,Giyim,571.57,1.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,5.0,571.57
S000563,M0300,2025-08-14,İzmir,41,Kitap,259.1,1.0,0.25,Sepette İndirim,Kapıda Ödeme,Tablet,6.0,Hayır,3.0,194.32
S000136,M0293,2025-11-28,İstanbul,31,Giyim,683.59,1.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,4.0,Hayır,4.0,581.05
S000414,M0058,2025-05-13,Ankara,9,Giyim,561.07,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,3.0,Hayır,5.0,504.96
S000600,M0291,2025-03-31,İstanbul,31,Elektronik,3017.01,1.0,0.0,Yok,Kredi Kartı,Mobil,2.0,Hayır,5.0,3017.01
S000493,M0012,2025-12-31,İstanbul,20,Ev & Yaşam,1096.04,1.0,0.2,Sepette İndirim,Banka Kartı,Mobil,2.0,Hayır,,876.83
S000712,M0017,2025-11-25,Malatya,35,Kozmetik,366.19,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,4.0,Evet,3.0,329.57
S000078,M0153,2025-02-10,Bursa,41,Kozmetik,774.79,2.0,0.0,Yok,Kredi Kartı,Mobil,3.0,Hayır,4.0,1549.58
S000847,M0306,2025-04-17,Ankara,25,Elektronik,2785.85,1.0,0.05,Yok,Kredi Kartı,Mobil,6.0,Hayır,4.0,2646.56
S000295,M0205,2025-01-16,İstanbul,39,Kitap,148.94,2.0,0.15,Hafta Sonu,Banka Kartı,Masaüstü,4.0,Hayır,4.0,253.2
S000609,M0168,2025-02-04,Bursa,21,Ev & Yaşam,876.17,4.0,0.0,Yok,Kapıda Ödeme,Mobil,3.0,Evet,2.0,3504.68
S000881,M0191,2025-10-11,Bursa,48,Ev & Yaşam,1519.56,2.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,2.0,Evet,1.0,2887.16
S000070,M0083,2025-07-12,Bursa,46,Giyim,320.62,2.0,0.1,Yeni Üye,Kredi Kartı,Masaüstü,3.0,Evet,1.0,577.12
S000095,M0306,2025-07-27,Ankara,25,Spor,433.45,1.0,0.1,Yeni Üye,Kredi Kartı,Mobil,2.0,Hayır,5.0,390.1
S001342,M0254,2025-08-16,İzmir,22,Kitap,150.11,2.0,0.15,Sepette İndirim,Havale/EFT,Mobil,4.0,Hayır,4.0,255.19
S000941,M0291,2025-05-19,İstanbul,31,Kitap,284.95,3.0,0.2,Özel Gün,Banka Kartı,Mobil,2.0,Hayır,5.0,683.88
S000274,M0074,2025-04-26,İzmir,3,Kozmetik,719.57,4.0,0.0,Yok,Kredi Kartı,Mobil,1.0,Hayır,5.0,2878.28
S001240,M0309,2025-02-25,İzmir,18,Elektronik,2977.51,1.0,0.25,Sepette İndirim,Kredi Kartı,Mobil,3.0,Hayır,4.0,2233.13
S001141,M0022,2025-06-25,İstanbul,30,Elektronik,26389.47,1.0,,Sepette İndirim,Kredi Kartı,Mobil,1.0,Hayır,4.0,21111.58
S000764,M0188,2025-07-02,İzmir,28,Kozmetik,201.74,3.0,0.1,Hafta Sonu,Havale/EFT,Mobil,3.0,Hayır,,544.7
S000833,M0219,2025-01-05,İstanbul,37,Kitap,144.07,1.0,0.1,Sepette İndirim,Kredi Kartı,Mobil,3.0,Hayır,4.0,129.66
S000637,M0190,2025-03-17,Elazığ,23,Ev & Yaşam,582.47,2.0,0.2,Sepette İndirim,Kapıda Ödeme,Mobil,5.0,Hayır,4.0,931.95
S000067,M0309,2025-06-18,İzmir,18,Ev & Yaşam,883.72,4.0,0.15,Özel Gün,Kredi Kartı,Masaüstü,3.0,Hayır,3.0,3004.65
S000168,M0309,2025-10-27,İzmir,18,Kozmetik,325.21,2.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,3.0,Hayır,5.0,585.38
S000552,M0252,2025-10-13,Ankara,16,Kitap,199.28,1.0,0.05,Yok,Kredi Kartı,Tablet,2.0,Hayır,4.0,189.32
S001163,M0191,2025-01-17,Bursa,48,Elektronik,5656.6,1.0,1.25,Yok,Kredi Kartı,Mobil,2.0,Hayır,4.0,5656.6
S000452,M0156,2025-09-21,Elazığ,27,Giyim,566.58,2.0,0.2,Sepette İndirim,Banka Kartı,Masaüstü,4.0,Hayır,5.0,906.53
S000028,M0094,2025-03-14,Malatya,26,Spor,1823.91,2.0,0.0,Yok,Kredi Kartı,Masaüstü,5.0,Hayır,4.0,3647.82
S000630,M0312,2025-09-18,İstanbul,11,Elektronik,3603.77,5.0,0.15,Sepette İndirim,Havale/EFT,Mobil,1.0,Hayır,5.0,15316.02
S000868,M0241,2025-12-03,İstanbul,47,Elektronik,4650.42,3.0,0.0,Yok,Havale/EFT,Mobil,2.0,Hayır,5.0,13951.26
S001180,M0102,2025-08-21,İzmir,40,Kitap,190.64,2.0,0.0,Yok,Havale/EFT,Masaüstü,6.0,Hayır,,381.28
S000244,M0309,2025-08-24,İzmir,18,Ev & Yaşam,2058.2,1.0,0.1,Yeni Üye,Havale/EFT,Mobil,3.0,Hayır,4.0,1852.38
S000216,M0309,2025-07-18,İzmir,18,Giyim,1021.78,3.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,3.0,Hayır,4.0,2605.54
S001078,M0170,2025-11-01,Ankara,43,Giyim,318.4,1.0,0.0,Yok,Havale/EFT,Masaüstü,1.0,Hayır,5.0,318.4
S000962,M0002,2025-01-30,Ankara,26,Kitap,367.55,1.0,0.0,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,4.0,367.55
S000996,M0187,2025-10-20,İzmir,43,Spor,900.92,3.0,0.15,Yeni Üye,Havale/EFT,Mobil,6.0,Evet,2.0,2297.35
S000724,M0024,2025-04-05,Ankara,35,Ev & Yaşam,1215.58,2.0,0.2,Sepette İndirim,Havale/EFT,Mobil,6.0,Hayır,4.0,1944.93
S001369,M0224,2025-06-11,İstanbul,35,Elektronik,3635.96,4.0,0.0,Yok,Kredi Kartı,Masaüstü,6.0,Hayır,5.0,14543.84
S000970,M0295,2025-08-16,İstanbul,47,Ev & Yaşam,874.37,4.0,0.05,Hafta Sonu,Kredi Kartı,Tablet,1.0,Hayır,5.0,3322.61
S000643,M0245,2025-07-03,İstanbul,10,Ev & Yaşam,504.94,2.0,0.15,Sepette İndirim,Havale/EFT,Masaüstü,3.0,Hayır,4.0,858.4
S000534,M0115,2025-06-24,Bursa,25,Ev & Yaşam,703.54,2.0,0.1,Hafta Sonu,Kapıda Ödeme,Masaüstü,3.0,Hayır,4.0,1266.37
S000076,M0171,2025-12-19,İstanbul,9,Kitap,258.71,2.0,0.15,Özel Gün,Banka Kartı,Mobil,5.0,Hayır,5.0,518.98
S000585,M0306,2025-11-04,Ankara,25,Kitap,290.86,1.0,0.0,Yok,Banka Kartı,Mobil,2.0,Hayır,5.0,290.86
S001176,M0127,2025-07-09,Malatya,22,Spor,862.22,1.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,2.0,Evet,4.0,819.11
S001257,M0115,2025-06-27,Bursa,25,Elektronik,4390.19,1.0,0.0,Yok,Kredi Kartı,Masaüstü,7.0,Hayır,4.0,4390.19
S000624,M0080,2025-05-12,İstanbul,7,Giyim,739.78,4.0,0.2,Özel Gün,Havale/EFT,Mobil,1.0,Hayır,5.0,2367.3
S001382,M0134,2025-12-19,Ankara,30,Spor,1173.63,5.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,3.0,Hayır,5.0,5574.74
S001016,M0119,2025-07-13,İzmir,16,Kitap,222.11,2.0,0.05,Yok,Banka Kartı,Mobil,3.0,Hayır,4.0,422.01
S000255,M0254,2025-11-19,İzmir,22,Kitap,167.65,1.0,0.0,Yok,Banka Kartı,Mobil,1.0,Evet,3.0,167.65
S000910,M0160,2025-10-02,Ankara,46,Kozmetik,194.9,1.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,5.0,194.9
S000121,M0220,2025-01-01,Bursa,19,Kitap,120.0,1.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,9.0,Hayır,2.0,102.0
S000930,M0082,2025-10-31,İzmir,45,Elektronik,5705.4,1.0,0.05,Yok,Havale/EFT,Mobil,3.0,Hayır,5.0,5420.13
S000580,M0301,2025-10-22,Bursa,4,Elektronik,4086.79,1.0,0.15,Özel Gün,Kredi Kartı,Masaüstü,2.0,Hayır,5.0,3473.77
S000501,M0096,2025-03-09,Elazığ,22,Spor,49999.0,3.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,6.0,Hayır,5.0,3295.54
S001225,M0288,2025-04-09,Ankara,30,Elektronik,1836.75,1.0,0.0,Yok,Havale/EFT,Mobil,1.0,Hayır,4.0,1836.75
S000344,M0144,2025-10-05,Bursa,8,Ev & Yaşam,964.26,3.0,0.2,Sepette İndirim,Kredi Kartı,Mobil,3.0,Evet,3.0,2314.22
S000404,M0300,2025-10-20,İzmir,41,Kozmetik,382.9,2.0,0.0,Yok,Havale/EFT,Mobil,8.0,Hayır,3.0,765.8
S001055,M0222,2025-01-21,İstanbul,12,Elektronik,4111.84,5.0,0.15,Hafta Sonu,Kredi Kartı,Mobil,1.0,Hayır,5.0,17475.32
S001250,M0282,2025-12-15,Malatya,39,Giyim,353.83,2.0,0.0,Yok,Havale/EFT,Mobil,2.0,Evet,2.0,707.66
S000336,M0217,2025-09-01,Ankara,46,Giyim,432.93,1.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,1.0,Hayır,5.0,411.28
S001111,M0038,2025-08-09,Bursa,20,Giyim,956.76,1.0,0.0,Yok,Kredi Kartı,Mobil,5.0,Evet,2.0,956.76
S000155,M0040,2025-10-03,İzmir,19,Spor,910.56,1.0,0.0,Yok,Kredi Kartı,Mobil,4.0,Hayır,5.0,910.56
S000802,M0309,2025-08-14,İzmir,18,Kozmetik,605.21,2.0,0.1,Sepette İndirim,Havale/EFT,Mobil,4.0,Hayır,4.0,1089.38
S000858,M0065,2025-02-10,Elazığ,36,Elektronik,2567.25,2.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,7.0,Hayır,4.0,4364.32
S000523,M0041,2025-02-15,Ankara,37,Elektronik,3239.36,4.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,2.0,Hayır,4.0,11661.7
S001205,M0316,2025-01-16,Elazığ,2,Spor,1585.17,1.0,0.1,Yeni Üye,Havale/EFT,Mobil,4.0,Hayır,4.0,1426.65
S000829,M0217,2025-06-20,Ankara,46,Kozmetik,312.9,1.0,0.25,Özel Gün,Banka Kartı,Mobil,3.0,Hayır,5.0,234.68
S000355,M0309,2025-08-08,İzmir,18,Ev & Yaşam,852.23,1.0,0.0,Yok,Havale/EFT,Mobil,5.0,Hayır,5.0,852.23
S000631,M0275,2025-12-17,İzmir,32,Giyim,620.41,1.0,0.1,Sepette İndirim,Havale/EFT,Masaüstü,3.0,Hayır,4.0,558.37
S000055,M0022,2025-12-08,İstanbul,30,Elektronik,4060.1,1.0,0.05,Hafta Sonu,Havale/EFT,Tablet,4.0,Hayır,5.0,3857.1
S000896,M0079,2025-10-02,Ankara,40,Kitap,312.61,1.0,0.0,Yok,Banka Kartı,Masaüstü,3.0,Hayır,5.0,312.61
S000668,M0309,2025-04-09,İzmir,18,Giyim,469.74,1.0,0.05,Yok,Kredi Kartı,Mobil,1.0,Evet,,446.25
S001302,M0309,2025-12-04,İzmir,18,Elektronik,8333.08,2.0,0.0,Yok,Banka Kartı,Tablet,1.0,Hayır,,16666.16
S000781,M0131,2025-01-13,İzmir,29,Ev & Yaşam,601.51,1.0,0.05,Hafta Sonu,Kredi Kartı,Mobil,2.0,Evet,2.0,571.43
S001136,M0206,2025-01-01,Bursa,25,Elektronik,1360.18,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,9.0,Hayır,3.0,1224.16
S000397,M0057,2025-12-09,Bursa,16,Spor,340.39,1.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,2.0,Hayır,,306.35
S001057,M0160,2025-03-05,Ankara,46,Kozmetik,212.23,1.0,0.0,Yok,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,212.23
S001308,M0309,2025-05-18,İzmir,18,Spor,1249.72,1.0,0.0,Yok,Banka Kartı,Masaüstü,2.0,Hayır,5.0,1249.72
S001400,M0214,2025-03-07,İstanbul,6,Kozmetik,568.25,3.0,0.1,Hafta Sonu,Kredi Kartı,Masaüstü,7.0,Hayır,4.0,1534.28
S001350,M0306,2025-06-16,Ankara,25,Giyim,724.08,4.0,0.2,Sepette İndirim,Kredi Kartı,Masaüstü,3.0,Hayır,5.0,2317.06
S000619,M0309,2025-01-30,İzmir,18,Elektronik,7907.7,4.0,0.1,Hafta Sonu,Kredi Kartı,Mobil,2.0,Hayır,4.0,28467.72
S001288,M0218,2025-03-31,Ankara,46,Kozmetik,291.26,1.0,0.0,Yok,Banka Kartı,Mobil,1.0,Hayır,4.0,291.26
S000583,M0051,2025-07-20,Elazığ,34,Spor,695.09,1.0,0.0,Yok,Havale/EFT,Mobil,3.0,Hayır,5.0,695.09
S001309,M0058,2025-01-25,Ankara,9,Spor,391.53,2.0,0.25,Özel Gün,Kredi Kartı,Mobil,1.0,Evet,2.0,587.29
S001226,M0186,2025-11-06,Malatya,25,Giyim,32999.0,1.0,0.25,Özel Gün,Kapıda Ödeme,Tablet,3.0,Evet,3.0,601.89
S000902,M0307,2025-12-03,Elazığ,47,Kitap,252.65,1.0,0.05,Yok,Kredi Kartı,Masaüstü,5.0,Hayır,4.0,240.02
S000228,M0011,2025-10-22,Malatya,27,Kitap,385.56,3.0,0.15,Yeni Üye,Havale/EFT,Mobil,2.0,Hayır,5.0,983.18
S000913,M0309,2025-08-02,İzmir,18,Kitap,240.09,1.0,0.0,Yok,Havale/EFT,Mobil,1.0,Hayır,5.0,240.09
S000824,M0303,2025-09-15,Ankara,11,Giyim,272.09,4.0,0.1,Hafta Sonu,Kapıda Ödeme,Masaüstü,3.0,Hayır,4.0,979.52
S001045,M0303,2025-02-18,Ankara,11,Spor,1587.33,2.0,0.2,Özel Gün,Kredi Kartı,Mobil,1.0,Hayır,3.0,2539.73
S000768,M0092,2025-10-15,Ankara,11,Giyim,1923.78,6.0,0.15,Sepette İndirim,Kredi Kartı,Mobil,2.0,Hayır,3.0,9811.28
S001166,M0244,2025-10-07,İstanbul,42,Ev & Yaşam,1476.08,1.0,0.0,Yok,Banka Kartı,Mobil,1.0,Hayır,3.0,1476.08
S000799,M0294,2025-06-20,İzmir,18,Ev & Yaşam,1217.14,1.0,0.0,Yok,Kredi Kartı,Masaüstü,4.0,Hayır,4.0,1217.14
S001282,M0240,2025-08-17,Elazığ,21,Kitap,202.91,4.0,0.1,Hafta Sonu,Kredi Kartı,Masaüstü,-3.0,Hayır,4.0,730.48
S000056,M0307,2025-09-23,Elazığ,47,Elektronik,2534.41,1.0,0.05,Hafta Sonu,Banka Kartı,Mobil,4.0,Hayır,4.0,2407.69
S000982,M0130,2025-11-22,İstanbul,36,Kozmetik,196.84,3.0,0.0,Yok,Kredi Kartı,Masaüstü,4.0,Hayır,4.0,590.52
S000204,M0220,2025-06-08,Bursa,19,Spor,416.08,1.0,0.0,Yok,Havale/EFT,Mobil,2.0,Hayır,4.0,416.08
S000590,M0164,2025-07-12,Elazığ,31,Spor,2072.06,1.0,0.05,Yok,Kredi Kartı,Masaüstü,4.0,Hayır,,1968.46
